benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
kumo,kumo/renewableenergyenv-t4-a6-v1-s1,renewableenergyenv-t4-a6-v1-s1,0.9887231308320586,0.9885587191965532,0.2823840711588084,0.7111039588072064,easy,0.875,0.875,0.2856522993275653,0.816519489549107
humanevalfix,humanevalfix/python-126,python-126,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-125,python-125,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-124,python-124,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-31,python-31,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-122,python-122,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-121,python-121,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-120,python-120,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-12,python-12,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-119,python-119,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-36,python-36,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-117,python-117,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-37,python-37,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-39,python-39,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-4,python-4,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-102,python-102,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-40,python-40,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-112,python-112,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-41,python-41,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-111,python-111,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-110,python-110,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-11,python-11,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-42,python-42,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-44,python-44,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-45,python-45,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-109,python-109,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-47,python-47,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-108,python-108,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-107,python-107,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-30,python-30,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-127,python-127,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-103,python-103,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-21,python-21,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-148,python-148,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-153,python-153,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-154,python-154,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-140,python-140,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-16,python-16,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-138,python-138,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-161,python-161,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-162,python-162,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-163,python-163,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-17,python-17,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-2,python-2,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-20,python-20,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-22,python-22,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-29,python-29,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-23,python-23,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-137,python-137,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-136,python-136,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-24,python-24,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-135,python-135,0.9885519544604149,0.9883848827468087,0.2392498869075975,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-134,python-134,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-133,python-133,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-25,python-25,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-131,python-131,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-130,python-130,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-26,python-26,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-128,python-128,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-105,python-105,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-147,python-147,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-146,python-146,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-7,python-7,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-72,python-72,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-73,python-73,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-75,python-75,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-76,python-76,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-77,python-77,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-101,python-101,0.9885519544604149,0.9883848827468087,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-8,python-8,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-80,python-80,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-82,python-82,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-84,python-84,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-86,python-86,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-9,python-9,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-92,python-92,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-94,python-94,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-95,python-95,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-96,python-96,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-97,python-97,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-98,python-98,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-99,python-99,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-71,python-71,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-78,python-78,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
